Number of road accidents,Number of persons killed in road accidents ,Number of grievously injured persons,Number of minor injured persons,Year_int,State_encoded,City_encoded,Vechile_impacted_encoded
-0.46610014456984883,-0.4092427108914644,-0.3994221767714088,-0.3135953578400937,-1.2242911781471304,-0.9724556402766622,-0.7972234489978769,0.3871548642195896
-0.513114935314832,-0.5370770139375927,-0.3994221767714088,-0.37399443043721486,-1.2242911781471304,-0.9724556402766622,-0.7972234489978769,0.0
-0.5198313339926867,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,-1.2242911781471304,-0.16541617012396,0.1727154840546195,0.3871548642195896
-0.012743233814654685,0.19797022857764465,0.09097812136727827,-0.19279721264585137,-1.2242911781471304,-1.1742155078148377,1.4890611789115789,0.7743097284391792
-0.2075187954724418,-0.13759481691844194,-0.18146648870977009,-0.1374313960984903,1.2242911781471304,-1.1742155078148377,-1.6285996773285882,-1.5486194568783584
-0.15714580538853135,0.18199094069687863,-0.09973310568665558,-0.2934623336410533,0.0,-1.1742155078148377,1.4890611789115789,0.7743097284391792
-0.2075187954724418,0.45363883466990107,0.15227815863461414,-0.36896117438745474,1.2242911781471304,-1.98125497796754,0.8655290076635456,0.7743097284391792
0.7529262154607843,0.7093074407621576,-0.09973310568665558,2.4093961650801186,-1.2242911781471304,-1.3759753753530133,-0.9357861537196621,0.3871548642195896
-0.24445898820064282,-0.07367766539537783,-0.14059979719821283,-0.38909419858649513,-1.2242911781471304,-1.98125497796754,0.8655290076635456,-0.3871548642195896
0.3331512980948638,0.5814731377160293,0.6086228805136702,0.09913163824023426,0.0,-1.1742155078148377,1.4890611789115789,1.5486194568783584
0.205539723215624,1.1886860771851384,0.21357819590195004,-0.2934623336410533,1.2242911781471304,-1.1742155078148377,1.2119357694680086,0.7743097284391792
-0.4627419452309215,-0.4571805745337625,-0.38579994626755637,-0.3236618699396139,1.2242911781471304,-2.1830148455057157,1.627623883633364,1.1614645926587688
5.85403101129145,7.500504790087719,0.07735589086342586,6.989659170361807,1.2242911781471304,-1.3759753753530133,-0.9357861537196621,0.7743097284391792
-0.5198313339926867,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,1.2242911781471304,-0.5689359052003111,-0.8665048013587695,0.0
-0.4425927491973573,-0.5370770139375927,-0.37217771576370395,-0.35386140623817447,-1.2242911781471304,-1.1742155078148377,1.0733730647462234,1.1614645926587688
2.4958316723640865,0.8211624559275197,4.2934362318057495,0.8541200457042487,-1.2242911781471304,-0.16541617012396,1.3504984741897936,1.5486194568783584
-0.5030403372980499,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,0.0,-2.1830148455057157,1.627623883633364,0.3871548642195896
1.3271783024173636,-0.21749125632227206,-0.3653666005117777,0.3256281604794386,-1.2242911781471304,-1.5777352428911888,1.0040917123853308,-0.3871548642195896
0.21225612189347873,-0.3932634230106984,0.7857118770637516,0.09913163824023426,-1.2242911781471304,-0.16541617012396,1.3504984741897936,-1.5486194568783584
1.0417313586085377,0.18199094069687863,1.943601469891207,0.43635979357416077,-1.2242911781471304,-0.16541617012396,-0.035128573028058295,-0.3871548642195896
-0.486249340603413,-0.48913915029529453,-0.35855548525985154,-0.37902768648697494,0.0,-0.5689359052003111,-0.3122539824716287,-1.1614645926587688
-0.4258017525027205,-0.3453255593684003,-0.3176887937482943,-0.27332930944201295,-1.2242911781471304,-1.1742155078148377,1.0733730647462234,-1.5486194568783584
0.29285290602773545,1.3165203802312666,-0.21552206496940113,0.24509606368327708,-1.2242911781471304,-0.9724556402766622,-0.7972234489978769,0.7743097284391792
-0.5097567359759045,-0.5530563018183586,-0.37898883101563013,-0.37399443043721486,1.2242911781471304,-1.7794951104293644,-1.14363021080234,1.1614645926587688
-0.5097567359759045,-0.5530563018183586,-0.3994221767714088,-0.3488281501884144,0.0,-1.7794951104293644,-1.14363021080234,-1.5486194568783584
2.630159645921181,4.576295107907536,-0.16103314295399146,3.456313423430219,0.0,-1.5777352428911888,1.0040917123853308,1.5486194568783584
-0.29819017762348066,-0.36130484724916634,-0.3994221767714088,-0.10723185979992972,0.0,-0.7706957727384867,1.142654417107116,1.5486194568783584
-0.4358763505195026,-0.28140840784533616,-0.3994221767714088,-0.36392791833769467,0.0,-1.5777352428911888,1.0040917123853308,0.0
-0.5164731346537593,-0.5370770139375927,-0.3994221767714088,-0.38909419858649513,-1.2242911781471304,-0.5689359052003111,-0.8665048013587695,-0.7743097284391792
0.3297930987559365,-0.08965695327614386,0.7176007245444895,0.4061602572756002,-1.2242911781471304,-0.16541617012396,-0.1736912777498435,-0.3871548642195896
-0.4996821379591225,-0.5370770139375927,-0.37898883101563013,-0.37399443043721486,0.0,-2.1830148455057157,1.627623883633364,0.0
-0.5198313339926867,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,1.2242911781471304,-0.5689359052003111,-0.3122539824716287,0.0
2.559637459803706,1.3005410923505005,2.338646154502927,0.818887253355928,0.0,-2.1830148455057157,1.6969052359942567,1.5486194568783584
0.22568891924918819,-0.18553268056074002,0.4179116534597363,-0.11729837189944992,-1.2242911781471304,-0.16541617012396,0.0341527793328343,-0.7743097284391792
0.3499422947895007,1.3644582438735646,-0.3449332547559991,0.7484216686592867,0.0,-1.3759753753530133,-0.9357861537196621,0.3871548642195896
-0.40901075580808366,-0.4571805745337625,-0.3994221767714088,-0.2582295412927326,1.2242911781471304,-1.7794951104293644,-1.14363021080234,-0.3871548642195896
-0.5063985366369772,-0.48913915029529453,-0.3994221767714088,-0.38909419858649513,-1.2242911781471304,-0.5689359052003111,-0.8665048013587695,0.3871548642195896
-0.4593837458919941,-0.44120128665299646,-0.39261106151948255,-0.20789698079513166,-1.2242911781471304,-1.7794951104293644,-1.14363021080234,-1.5486194568783584
-0.5198313339926867,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,-1.2242911781471304,-0.16541617012396,1.3504984741897936,0.3871548642195896
-0.37542876241881,-0.31336698360686827,-0.23595541072517975,-0.3588946622879346,1.2242911781471304,-1.1742155078148377,1.2119357694680086,-0.3871548642195896
1.4682226746523128,1.8598161681773115,1.3714677887294056,1.2215477373367358,0.0,-2.1830148455057157,1.627623883633364,1.5486194568783584
-0.4795329419255583,-0.5210977260568266,-0.3313110242521467,-0.37399443043721486,0.0,-1.1742155078148377,1.0733730647462234,-1.1614645926587688
-0.4593837458919941,-0.4571805745337625,-0.29725544799251563,-0.37399443043721486,-1.2242911781471304,-0.16541617012396,1.2812171218289012,0.3871548642195896
-0.5198313339926867,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,-1.2242911781471304,-1.7794951104293644,-1.14363021080234,0.3871548642195896
0.3062857033834449,0.6773488650006255,-0.3449332547559991,0.39106048912631985,0.0,-1.5777352428911888,1.0040917123853308,0.7743097284391792
-0.47281654324770356,-0.42522199877223044,-0.3994221767714088,-0.24816302919321243,0.0,-1.5777352428911888,1.0040917123853308,-0.7743097284391792
0.017480560235691594,0.45363883466990107,0.09097812136727827,-0.26326279734249275,0.0,-1.1742155078148377,1.2119357694680086,0.7743097284391792
-0.47281654324770356,-0.5051184381760606,-0.37217771576370395,-0.37399443043721486,1.2242911781471304,-1.1742155078148377,1.4890611789115789,1.1614645926587688
-0.4694583439087762,-0.5370770139375927,-0.2563887564809584,-0.36896117438745474,-1.2242911781471304,-1.1742155078148377,-1.6285996773285882,-0.7743097284391792
-0.19744419745565972,-0.20151196844150604,-0.3517443700079253,-0.07703232350136914,-1.2242911781471304,-1.5777352428911888,1.0040917123853308,0.3871548642195896
-0.4996821379591225,-0.5370770139375927,-0.3994221767714088,-0.38909419858649513,-1.2242911781471304,-1.1742155078148377,1.0733730647462234,-0.7743097284391792
0.3331512980948638,0.5015766983121992,-0.35855548525985154,0.8239205094056882,1.2242911781471304,-1.3759753753530133,-0.9357861537196621,-0.3871548642195896
-0.4224435531637931,-0.4731598624145285,-0.29725544799251563,-0.3437948941386543,-1.2242911781471304,-0.5689359052003111,-0.3122539824716287,-0.3871548642195896
-0.5198313339926867,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,-1.2242911781471304,-0.7706957727384867,1.142654417107116,0.0
0.03762975626925578,-0.21749125632227206,0.19995596539809762,-0.1474979081980105,-1.2242911781471304,-0.16541617012396,0.0341527793328343,1.1614645926587688
-0.5198313339926867,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,-1.2242911781471304,-2.1830148455057157,1.6969052359942567,0.0
0.16188313180956826,-0.13759481691844194,0.45196722971936737,0.018599541444072703,-1.2242911781471304,-0.16541617012396,-0.1736912777498435,1.5486194568783584
-0.38886155977451947,-0.42522199877223044,-0.35855548525985154,-0.1273648839989701,-1.2242911781471304,-0.9724556402766622,-0.7972234489978769,-1.5486194568783584
0.168599530487423,1.012913910496712,-0.3653666005117777,0.49172561012152183,1.2242911781471304,-1.3759753753530133,-0.9357861537196621,0.3871548642195896
-0.43923454985842997,-0.3293462714876343,-0.3381221395040729,-0.3588946622879346,-1.2242911781471304,-0.5689359052003111,-0.3122539824716287,1.1614645926587688
-0.38214516109666474,-0.31336698360686827,-0.2631998717328846,-0.3488281501884144,0.0,-1.1742155078148377,-1.6285996773285882,-1.1614645926587688
-0.4996821379591225,-0.5530563018183586,-0.3994221767714088,-0.35386140623817447,1.2242911781471304,-0.7706957727384867,1.142654417107116,-0.7743097284391792
-0.2847573802677712,-0.18553268056074002,-0.3176887937482943,-0.12233162794921001,0.0,-1.7794951104293644,-1.14363021080234,1.5486194568783584
-0.33513037035168164,-0.15357410479920797,-0.18146648870977009,-0.38406094253673506,-1.2242911781471304,-1.98125497796754,0.8655290076635456,-1.1614645926587688
0.07121174965852942,0.30982524374300685,0.19995596539809762,-0.1525311642477706,-1.2242911781471304,-0.3671760376621356,-1.2821929155241252,0.3871548642195896
-0.33848856969060903,-0.4571805745337625,-0.12697756669436042,-0.1575644202975307,-1.2242911781471304,-2.1830148455057157,1.627623883633364,-1.5486194568783584
-0.3955779584523742,-0.18553268056074002,-0.27682210223673703,-0.38909419858649513,1.2242911781471304,-1.98125497796754,0.8655290076635456,-1.5486194568783584
-0.4795329419255583,-0.5051184381760606,-0.3313110242521467,-0.38406094253673506,-1.2242911781471304,-2.1830148455057157,1.6969052359942567,-1.1614645926587688
-0.2478171875395702,-0.42522199877223044,-0.23595541072517975,-0.2934623336410533,0.0,-0.3671760376621356,-1.2821929155241252,1.1614645926587688
0.0913609456920936,0.45363883466990107,0.2748782331692859,-0.006566738804727783,1.2242911781471304,-1.1742155078148377,1.0733730647462234,1.5486194568783584
-0.45602554655306676,-0.36130484724916634,-0.37898883101563013,-0.3588946622879346,0.0,-0.9724556402766622,-0.7972234489978769,1.1614645926587688
-0.4694583439087762,-0.5370770139375927,-0.39261106151948255,-0.37902768648697494,1.2242911781471304,-2.1830148455057157,1.6969052359942567,-0.7743097284391792
5.404032299875183,6.49380965359946,0.22720042640580246,7.266488253098612,0.0,-1.3759753753530133,-0.9357861537196621,1.5486194568783584
-0.4258017525027205,-0.28140840784533616,-0.3994221767714088,-0.3186286138898538,1.2242911781471304,-1.7794951104293644,-1.14363021080234,-1.1614645926587688
-0.3049065763013354,-0.20151196844150604,-0.35855548525985154,-0.19279721264585137,1.2242911781471304,-1.5777352428911888,1.0040917123853308,-1.1614645926587688
0.17195772982635035,-0.26542911996457014,-0.39261106151948255,0.08906512614071406,0.0,-1.5777352428911888,1.0040917123853308,-0.3871548642195896
2.6872490346829463,4.288667926053748,-0.1950887192136225,4.135802990147832,1.2242911781471304,-1.5777352428911888,1.0040917123853308,1.5486194568783584
0.17531592916527772,0.07013592553151643,0.635867341521375,-0.07199906745160904,-1.2242911781471304,-0.16541617012396,0.5191222458590825,1.1614645926587688
-0.026176031170364142,0.16601165281611258,-0.3653666005117777,0.2048300152851963,1.2242911781471304,-1.3759753753530133,-0.9357861537196621,-1.1614645926587688
-0.5030403372980499,-0.5530563018183586,-0.37217771576370395,-0.37902768648697494,0.0,-1.1742155078148377,1.0733730647462234,-0.7743097284391792
-0.49296573928126775,-0.5051184381760606,-0.3994221767714088,-0.3588946622879346,0.0,-1.1742155078148377,-1.6285996773285882,0.3871548642195896
-0.3989361577913016,-0.5370770139375927,-0.39261106151948255,-0.2582295412927326,-1.2242911781471304,-1.5777352428911888,1.0040917123853308,-1.5486194568783584
-0.4224435531637931,-0.4571805745337625,-0.3994221767714088,-0.24312977314345233,1.2242911781471304,-0.7706957727384867,1.142654417107116,1.5486194568783584
1.1021789467092302,-0.04171908963384577,0.29531157892506454,0.28536211208135787,0.0,-0.3671760376621356,-1.2821929155241252,-0.3871548642195896
-0.5030403372980499,-0.5051184381760606,-0.3994221767714088,-0.37399443043721486,-1.2242911781471304,-0.7706957727384867,1.142654417107116,-0.7743097284391792
-0.4694583439087762,-0.4571805745337625,-0.3653666005117777,-0.3488281501884144,0.0,-0.9724556402766622,-0.7972234489978769,0.3871548642195896
3.0432181646092467,4.144854335126854,-0.12016645144243421,4.322033463988956,-1.2242911781471304,-1.5777352428911888,1.0040917123853308,1.5486194568783584
-0.41236895514701105,-0.5051184381760606,-0.3313110242521467,-0.36392791833769467,-1.2242911781471304,-2.1830148455057157,1.6969052359942567,-0.7743097284391792
-0.41236895514701105,-0.10563624115690988,-0.23595541072517975,-0.37902768648697494,1.2242911781471304,-0.5689359052003111,-0.8665048013587695,-0.3871548642195896
-0.5198313339926867,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,-1.2242911781471304,-1.98125497796754,0.8655290076635456,0.0
-0.39221975911344686,-0.4731598624145285,-0.37217771576370395,-0.38909419858649513,-1.2242911781471304,-1.1742155078148377,1.2119357694680086,1.1614645926587688
-0.22430979216707864,-0.2973876957261022,-0.23595541072517975,-0.3035288457405735,1.2242911781471304,-0.3671760376621356,-1.2821929155241252,1.1614645926587688
-0.5198313339926867,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,0.0,-1.7794951104293644,-1.14363021080234,-0.7743097284391792
-0.5198313339926867,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,1.2242911781471304,-1.1742155078148377,-1.6285996773285882,0.0
-0.4828911412644857,-0.4731598624145285,-0.37898883101563013,-0.37399443043721486,1.2242911781471304,-1.1742155078148377,1.0733730647462234,-1.1614645926587688
-0.3284139716738269,-0.4092427108914644,-0.22914429547325355,-0.38406094253673506,0.0,-1.98125497796754,0.8655290076635456,-0.3871548642195896
-0.19744419745565972,-0.31336698360686827,-0.2563887564809584,-0.22803000499417206,0.0,-2.1830148455057157,1.627623883633364,-0.3871548642195896
-0.38886155977451947,-0.3293462714876343,-0.3449332547559991,-0.2984955896908134,-1.2242911781471304,-2.1830148455057157,1.627623883633364,-1.1614645926587688
-0.38550336043559214,-0.4092427108914644,-0.22233318022132734,-0.35386140623817447,1.2242911781471304,-0.3671760376621356,-1.2821929155241252,-1.1614645926587688
6.858132613630732,5.423197365588136,8.672983338794301,4.02003810100335,-1.2242911781471304,-0.3671760376621356,-1.2821929155241252,1.5486194568783584
-0.41236895514701105,-0.31336698360686827,-0.39261106151948255,-0.3085621017903336,1.2242911781471304,-0.9724556402766622,-0.7972234489978769,-1.1614645926587688
-0.5063985366369772,-0.48913915029529453,-0.3994221767714088,-0.3588946622879346,1.2242911781471304,-0.9724556402766622,-0.7972234489978769,0.3871548642195896
1.4950882693637317,0.1180737891738145,3.2036577914975557,0.40112700122584005,-1.2242911781471304,-0.16541617012396,1.2812171218289012,-0.3871548642195896
-0.5097567359759045,-0.5370770139375927,-0.37898883101563013,-0.38406094253673506,1.2242911781471304,-1.1742155078148377,1.2119357694680086,-0.7743097284391792
-0.5030403372980499,-0.5051184381760606,-0.39261106151948255,-0.38909419858649513,-1.2242911781471304,-1.1742155078148377,1.0733730647462234,0.3871548642195896
-0.5198313339926867,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,0.0,-1.1742155078148377,1.4890611789115789,0.3871548642195896
-0.47617474258663095,-0.5051184381760606,-0.39261106151948255,-0.3035288457405735,0.0,-1.3759753753530133,-0.9357861537196621,1.1614645926587688
2.2204593265720427,1.476313259038927,4.2321361945384135,0.29039536813111794,-1.2242911781471304,-0.16541617012396,0.5191222458590825,1.5486194568783584
-0.4795329419255583,-0.4731598624145285,-0.37898883101563013,-0.37902768648697494,1.2242911781471304,-1.1742155078148377,1.0733730647462234,1.1614645926587688
-0.4896075399423404,-0.37728413512993236,-0.3994221767714088,-0.38909419858649513,0.0,-0.5689359052003111,-0.8665048013587695,0.3871548642195896
-0.513114935314832,-0.5530563018183586,-0.3994221767714088,-0.37902768648697494,-1.2242911781471304,-0.7706957727384867,1.142654417107116,-1.5486194568783584
-0.513114935314832,-0.5370770139375927,-0.3994221767714088,-0.38406094253673506,1.2242911781471304,-1.7794951104293644,-1.14363021080234,-0.7743097284391792
0.9141197837292978,0.8850796074505838,-0.14059979719821283,1.43797774747642,-1.2242911781471304,-1.3759753753530133,-0.9357861537196621,0.0
0.057778952302819965,-0.44120128665299646,-0.2018998344655487,-0.2884290775912932,0.0,-2.1830148455057157,1.6969052359942567,-0.3871548642195896
-0.5198313339926867,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,-1.2242911781471304,-0.7706957727384867,1.142654417107116,-1.1614645926587688
-0.2075187954724418,-0.42522199877223044,-0.31087767849636805,-0.3588946622879346,0.0,-2.1830148455057157,1.6969052359942567,1.1614645926587688
-0.5198313339926867,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,-1.2242911781471304,-0.16541617012396,0.5191222458590825,0.0
-0.3586377657241732,-0.20151196844150604,-0.39261106151948255,-0.2682960533922528,0.0,-1.5777352428911888,1.0040917123853308,-1.1614645926587688
-0.5198313339926867,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,-1.2242911781471304,-0.16541617012396,-0.1736912777498435,0.0
-0.1705786027442408,-0.2334705442030381,0.07735589086342586,-0.26326279734249275,-1.2242911781471304,-0.16541617012396,1.2812171218289012,-0.7743097284391792
-0.4593837458919941,-0.4571805745337625,-0.29725544799251563,-0.37399443043721486,1.2242911781471304,-0.5689359052003111,-0.3122539824716287,-1.1614645926587688
-0.29483197828455326,-0.4571805745337625,-0.20871094971747492,-0.19279721264585137,0.0,-0.16541617012396,-0.1736912777498435,-0.3871548642195896
-0.44595094853628464,-0.2973876957261022,-0.3653666005117777,-0.37902768648697494,1.2242911781471304,-1.1742155078148377,1.0733730647462234,0.3871548642195896
0.2827783080109534,0.5175559861929652,-0.1950887192136225,0.43132653752440064,-1.2242911781471304,-1.3759753753530133,-0.9357861537196621,-1.1614645926587688
-0.3284139716738269,0.0062187740084523125,-0.2700109869848108,-0.36896117438745474,1.2242911781471304,-0.5689359052003111,-0.8665048013587695,0.7743097284391792
-0.513114935314832,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,-1.2242911781471304,-1.1742155078148377,1.2119357694680086,-0.7743097284391792
-0.38550336043559214,-0.28140840784533616,-0.37217771576370395,-0.27332930944201295,-1.2242911781471304,-0.9724556402766622,-0.7972234489978769,-1.1614645926587688
0.20218152387669663,-0.2334705442030381,0.050111429855721014,-0.22299674894441196,-1.2242911781471304,-2.1830148455057157,1.6969052359942567,-0.3871548642195896
-0.3519213670463185,-0.08965695327614386,-0.22233318022132734,-0.37902768648697494,1.2242911781471304,-1.98125497796754,0.8655290076635456,1.5486194568783584
-0.4157271544859384,-0.4571805745337625,-0.3176887937482943,-0.3186286138898538,1.2242911781471304,-2.1830148455057157,1.627623883633364,-1.1614645926587688
2.6066522505486893,1.1247689256620743,5.206125675563861,0.07396535799143376,-1.2242911781471304,-0.16541617012396,0.1727154840546195,1.5486194568783584
-0.24445898820064282,-0.025739801753079744,-0.16103314295399146,-0.25319628524297255,1.2242911781471304,-1.1742155078148377,1.0733730647462234,0.7743097284391792
-0.24110078886171546,-0.42522199877223044,-0.30406656324444187,-0.2833958215415331,0.0,-1.1742155078148377,-1.6285996773285882,-0.3871548642195896
-0.00938503447572732,0.02219806188921834,-0.38579994626755637,0.45649281777320116,1.2242911781471304,-1.3759753753530133,-0.9357861537196621,-1.5486194568783584
-0.3989361577913016,-0.37728413512993236,-0.23595541072517975,-0.3337283820391341,-1.2242911781471304,-0.16541617012396,1.2812171218289012,1.1614645926587688
-0.34184676902953637,-0.31336698360686827,-0.3994221767714088,-0.17266418844681097,-1.2242911781471304,-1.5777352428911888,1.0040917123853308,-1.1614645926587688
-0.5198313339926867,-0.5530563018183586,-0.3994221767714088,-0.38909419858649513,-1.2242911781471304,-0.5689359052003111,-0.3122539824716287,0.0
-0.46610014456984883,-0.4571805745337625,-0.37898883101563013,-0.38909419858649513,0.0,-1.1742155078148377,1.2119357694680086,1.1614645926587688
-0.3787869617577374,-0.3932634230106984,-0.1950887192136225,-0.37399443043721486,-1.2242911781471304,-1.98125497796754,0.8655290076635456,0.3871548642195896
-0.2847573802677712,-0.3293462714876343,-0.017999722663541076,-0.3236618699396139,-1.2242911781471304,-0.16541617012396,0.1727154840546195,1.1614645926587688
-0.4056525564691563,-0.36130484724916634,-0.38579994626755637,-0.27332930944201295,0.0,-1.7794951104293644,-1.14363021080234,0.7743097284391792
-0.4828911412644857,-0.37728413512993236,-0.3994221767714088,-0.37399443043721486,-1.2242911781471304,-0.5689359052003111,-0.8665048013587695,0.0
-0.05639982522071042,-0.4571805745337625,0.37704496194817905,-0.18273070054633117,-1.2242911781471304,-0.16541617012396,-0.035128573028058295,-1.5486194568783584
-0.46610014456984883,-0.44120128665299646,-0.39261106151948255,-0.2884290775912932,1.2242911781471304,-0.9724556402766622,-0.7972234489978769,-1.5486194568783584
-0.4795329419255583,-0.5051184381760606,-0.37898883101563013,-0.36392791833769467,-1.2242911781471304,-1.1742155078148377,1.0733730647462234,-1.1614645926587688
-0.4627419452309215,-0.5210977260568266,-0.3994221767714088,-0.3236618699396139,1.2242911781471304,-0.7706957727384867,1.142654417107116,0.0
-0.20080239679458708,-0.24944983208380414,0.02286696884801618,-0.27332930944201295,-1.2242911781471304,-0.16541617012396,-0.035128573028058295,1.1614645926587688
-0.4593837458919941,-0.4571805745337625,-0.37898883101563013,0.013566285394312604,-1.2242911781471304,-1.5777352428911888,1.0040917123853308,-0.7743097284391792
-0.4795329419255583,-0.42522199877223044,-0.3449332547559991,-0.38909419858649513,1.2242911781471304,-1.98125497796754,0.8655290076635456,-0.7743097284391792
-0.44595094853628464,-0.5210977260568266,-0.2836332174886632,-0.36896117438745474,-1.2242911781471304,-1.1742155078148377,1.4890611789115789,-1.1614645926587688
-0.4694583439087762,-0.4092427108914644,-0.37898883101563013,-0.37902768648697494,0.0,-0.5689359052003111,-0.8665048013587695,-1.1614645926587688
-0.4694583439087762,-0.5051184381760606,-0.3994221767714088,-0.3387616380888942,0.0,-1.5777352428911888,1.0040917123853308,-1.5486194568783584
1.9148631867296524,0.3577631073853049,3.258146713512965,1.332279370431458,-1.2242911781471304,-0.16541617012396,1.3504984741897936,-0.3871548642195896
-0.06311622389856515,0.2778666679814748,-0.07248864467895075,-0.17266418844681097,-1.2242911781471304,-1.1742155078148377,-1.6285996773285882,-1.5486194568783584
